price,size,timestamp
124.855,515,1614185635830
124.85,100,1614185633896
124.84,98,1614185633044
124.84,2,1614185632372
124.84,2,1614185632372
124.84,98,1614185632372
124.84,100,1614185632371
124.83,300,1614185630568
124.81,100,1614185627549
124.805,100,1614185627362
124.87,100,1614185666323
124.86,100,1614185665846
124.86,100,1614185660162
124.86,100,1614185656238
124.86,100,1614185652119
124.86,100,1614185650575
124.85,100,1614185645512
124.85,100,1614185645070
124.85,16,1614185644866
124.83,100,1614185642670
124.85,100,1614185641300
124.85,100,1614185635986
124.855,515,1614185635830
124.85,100,1614185633896
124.84,98,1614185633044
124.84,2,1614185632372
124.84,2,1614185632372
124.84,98,1614185632372
124.84,100,1614185632371
124.83,300,1614185630568
124.87,100,1614185670547
124.87,100,1614185666323
124.86,100,1614185665846
124.86,100,1614185660162
124.86,100,1614185656238
124.86,100,1614185652119
124.86,100,1614185650575
124.85,100,1614185645512
124.85,100,1614185645070
124.85,16,1614185644866
124.83,100,1614185642670
124.85,100,1614185641300
124.85,100,1614185635986
124.855,515,1614185635830
124.85,100,1614185633896
124.84,98,1614185633044
124.84,2,1614185632372
124.84,2,1614185632372
124.84,98,1614185632372
124.84,100,1614185632371
124.87,100,1614185670547
124.87,100,1614185666323
124.86,100,1614185665846
124.86,100,1614185660162
124.86,100,1614185656238
124.86,100,1614185652119
124.86,100,1614185650575
124.85,100,1614185645512
124.85,100,1614185645070
124.85,16,1614185644866
124.83,100,1614185642670
124.85,100,1614185641300
124.85,100,1614185635986
124.855,515,1614185635830
124.85,100,1614185633896
124.84,98,1614185633044
124.84,2,1614185632372
124.84,2,1614185632372
124.84,98,1614185632372
124.84,100,1614185632371
124.71,20,1614185704340
124.71,100,1614185704340
124.705,80,1614185703489
124.7,20,1614185701621
124.69,250,1614185701602
124.69,3,1614185700903
124.69,1,1614185700903
124.68,100,1614185699256
124.675,100,1614185696765
124.68,100,1614185695334
124.67,300,1614185694800
124.66,100,1614185694659
124.7,33,1614185690124
124.72,100,1614185688951
124.725,100,1614185687971
124.725,100,1614185687914
124.725,100,1614185687913
124.74,1,1614185684722
124.74,300,1614185684388
124.785,100,1614185681692
124.57,20,1614185763534
124.555,10,1614185760371
124.53,100,1614185758692
124.565,100,1614185754649
124.58,50,1614185753975
124.58,50,1614185737610
124.565,48,1614185736262
124.565,2,1614185736193
124.565,100,1614185736193
124.555,50,1614185736046
124.54,100,1614185733360
124.54,300,1614185731663
124.53,5,1614185731482
124.53,41,1614185729751
124.53,30,1614185729751
124.535,50,1614185729751
124.53,100,1614185729465
124.53,300,1614185729465
124.53,20,1614185728699
124.53,100,1614185728458
124.57,20,1614185763534
124.555,10,1614185760371
124.53,100,1614185758692
124.565,100,1614185754649
124.58,50,1614185753975
124.58,50,1614185737610
124.565,48,1614185736262
124.565,2,1614185736193
124.565,100,1614185736193
124.555,50,1614185736046
124.54,100,1614185733360
124.54,300,1614185731663
124.53,5,1614185731482
124.53,41,1614185729751
124.53,30,1614185729751
124.535,50,1614185729751
124.53,100,1614185729465
124.53,300,1614185729465
124.53,20,1614185728699
124.53,100,1614185728458
124.51,100,1614185783319
124.51,70,1614185782899
124.51,300,1614185782490
124.51,20,1614185781962
124.52,1,1614185781960
124.53,300,1614185781360
124.57,20,1614185763534
124.555,10,1614185760371
124.53,100,1614185758692
124.565,100,1614185754649
124.58,50,1614185753975
124.58,50,1614185737610
124.565,48,1614185736262
124.565,2,1614185736193
124.565,100,1614185736193
124.555,50,1614185736046
124.54,100,1614185733360
124.54,300,1614185731663
124.53,5,1614185731482
124.53,41,1614185729751
124.5,100,1614185797851
124.51,11,1614185794040
124.5,170,1614185786978
124.5,100,1614185785971
124.49,100,1614185785166
124.495,1,1614185784556
124.51,100,1614185783319
124.51,70,1614185782899
124.51,300,1614185782490
124.51,20,1614185781962
124.52,1,1614185781960
124.53,300,1614185781360
124.57,20,1614185763534
124.555,10,1614185760371
124.53,100,1614185758692
124.565,100,1614185754649
124.58,50,1614185753975
124.58,50,1614185737610
124.565,48,1614185736262
124.565,2,1614185736193
124.63,100,1614185921490
124.64,100,1614185918950
124.6,300,1614185911974
124.63,32,1614185904840
124.62,33,1614185904202
124.63,100,1614185898873
124.6,10,1614185893119
124.58,100,1614185891887
124.61,10,1614185881578
124.66,300,1614185877669
124.59,1,1614185866276
124.59,50,1614185858969
124.57,50,1614185857473
124.53,2,1614185855491
124.54,1,1614185849508
124.51,100,1614185844048
124.505,100,1614185844047
124.5,30,1614185842522
124.5,1,1614185841766
124.5,100,1614185841766
124.675,200,1614185933159
124.675,241,1614185933158
124.69,4,1614185932676
124.65,300,1614185926331
124.65,100,1614185925952
124.65,200,1614185925952
124.63,100,1614185921490
124.64,100,1614185918950
124.6,300,1614185911974
124.63,32,1614185904840
124.62,33,1614185904202
124.63,100,1614185898873
124.6,10,1614185893119
124.58,100,1614185891887
124.61,10,1614185881578
124.66,300,1614185877669
124.59,1,1614185866276
124.59,50,1614185858969
124.57,50,1614185857473
124.53,2,1614185855491
124.67,50,1614186023930
124.68,300,1614186023207
124.655,100,1614186022122
124.655,100,1614186019764
124.655,10,1614186013199
124.655,200,1614186013071
124.655,300,1614186013070
124.655,300,1614186012554
124.66,300,1614186012199
124.615,497,1614186010165
124.615,503,1614186009999
124.615,500,1614186009999
124.615,400,1614186009999
124.62,200,1614186008807
124.62,100,1614186008807
124.6,50,1614186007588
124.6,200,1614186007150
124.6,100,1614186007149
124.6,100,1614186007149
124.625,395,1614186005836
124.66,100,1614186036103
124.67,100,1614186033572
124.65,50,1614186029502
124.68,50,1614186027171
124.68,2,1614186025927
124.67,50,1614186023930
124.68,300,1614186023207
124.655,100,1614186022122
124.655,100,1614186019764
124.655,10,1614186013199
124.655,200,1614186013071
124.655,300,1614186013070
124.655,300,1614186012554
124.66,300,1614186012199
124.615,497,1614186010165
124.615,503,1614186009999
124.615,500,1614186009999
124.615,400,1614186009999
124.62,200,1614186008807
124.62,100,1614186008807
124.69,180,1614186052088
124.69,20,1614186051995
124.67,68,1614186051206
124.67,8,1614186051206
124.67,2,1614186051048
124.67,45,1614186050832
124.64,2,1614186044386
124.66,100,1614186036103
124.67,100,1614186033572
124.65,50,1614186029502
124.68,50,1614186027171
124.68,2,1614186025927
124.67,50,1614186023930
124.68,300,1614186023207
124.655,100,1614186022122
124.655,100,1614186019764
124.655,10,1614186013199
124.655,200,1614186013071
124.655,300,1614186013070
124.655,300,1614186012554
124.94,50,1614186195933
124.94,1000,1614186195022
124.94,200,1614186195022
124.94,100,1614186195022
124.94,300,1614186195022
124.92,1,1614186190590
124.915,700,1614186189473
124.915,200,1614186189464
124.92,300,1614186189272
124.91,100,1614186188803
124.89,3,1614186187508
124.89,100,1614186186295
124.885,300,1614186186263
124.9,100,1614186184656
124.9,21,1614186184108
124.9,300,1614186183730
124.89,65,1614186182954
124.91,100,1614186180919
124.92,51,1614186180511
124.92,100,1614186178919
124.97,300,1614186211349
124.96,100,1614186211253
124.97,2,1614186210650
124.97,280,1614186204987
124.95,100,1614186201159
124.94,88,1614186199327
124.94,200,1614186199327
124.94,300,1614186199327
124.93,100,1614186199327
124.93,100,1614186199185
124.94,300,1614186197999
124.94,300,1614186197995
124.915,100,1614186197451
124.91,115,1614186196985
124.9,300,1614186196610
124.9,100,1614186196515
124.94,200,1614186196475
124.94,100,1614186196475
124.95,100,1614186196333
124.94,50,1614186195933
124.96,109,1614186227229
124.97,300,1614186222610
124.98,24,1614186220984
124.97,300,1614186211349
124.96,100,1614186211253
124.97,2,1614186210650
124.97,280,1614186204987
124.95,100,1614186201159
124.94,88,1614186199327
124.94,200,1614186199327
124.94,300,1614186199327
124.93,100,1614186199327
124.93,100,1614186199185
124.94,300,1614186197999
124.94,300,1614186197995
124.915,100,1614186197451
124.91,115,1614186196985
124.9,300,1614186196610
124.9,100,1614186196515
124.94,200,1614186196475
124.98,2,1614186242378
124.99,100,1614186240083
124.99,100,1614186240043
124.98,1,1614186240017
124.95,2,1614186236000
124.95,8,1614186235792
124.95,1,1614186235779
124.95,100,1614186232857
124.96,70,1614186232014
124.96,30,1614186232014
124.96,109,1614186227229
124.97,300,1614186222610
124.98,24,1614186220984
124.97,300,1614186211349
124.96,100,1614186211253
124.97,2,1614186210650
124.97,280,1614186204987
124.95,100,1614186201159
124.94,88,1614186199327
124.94,200,1614186199327
124.93,100,1614186258889
124.945,78,1614186256154
124.91,100,1614186252047
124.93,300,1614186251356
124.91,100,1614186250680
124.92,100,1614186250488
124.93,100,1614186249688
124.93,100,1614186247801
124.94,100,1614186247629
124.98,2,1614186242378
124.99,100,1614186240083
124.99,100,1614186240043
124.98,1,1614186240017
124.95,2,1614186236000
124.95,8,1614186235792
124.95,1,1614186235779
124.95,100,1614186232857
124.96,70,1614186232014
124.96,30,1614186232014
124.96,109,1614186227229
