Name,Price,Volume,Last updated
FTX Token,3.87183385288688,13645036.67250659,2020-11-27T12:15:03.000Z
Algorand,0.29309065301517,122516474.52463724,2020-11-27T12:14:07.000Z
Basic Attention Token,0.2179262740193,190001254.60524136,2020-11-27T12:15:06.000Z
OKB,5.18519067777279,116572673.01111764,2020-11-27T12:14:06.000Z
BitTorrent,0.00030381859376,112322233.2796063,2020-11-27T12:15:06.000Z
DigiByte,0.02167857755842,11964083.86723261,2020-11-27T12:15:03.000Z
TrueUSD,1.00117737183099,130819679.48095298,2020-11-27T12:15:06.000Z
0x,0.39387791060318,571341789.347398,2020-11-27T12:14:07.000Z
Ren,0.30530432651837,41023347.70864459,2020-11-27T12:15:05.000Z
Zilliqa,0.02381350117424,61251374.57534605,2020-11-27T12:15:05.000Z
Paxos Standard,1.00511680715346,293765751.08998436,2020-11-27T12:15:04.000Z
HUSD,1.00285578775889,85149829.67272164,2020-11-27T12:15:07.000Z
Qtum,2.46061616342722,616997432.561292,2020-11-27T12:14:05.000Z
Decred,19.41900860315479,7574137.68377032,2020-11-27T12:15:03.000Z
ICON,0.39170378346598,24532753.77090402,2020-11-27T12:15:03.000Z
Celo,1.79800786319397,2688014.45836403,2020-11-27T12:15:05.000Z
SushiSwap,1.39697802505315,183999368.7419065,2020-11-27T12:15:06.000Z
HedgeTrade,0.60088957094777,386894.91276711,2020-11-27T12:14:06.000Z
Hedera Hashgraph,0.03193844164211,18126534.35984135,2020-11-27T12:14:05.000Z
Loopring,0.16748603405164,28735933.73716474,2020-11-27T12:14:08.000Z
Kyber Network,0.94436189447801,46919820.61501256,2020-11-27T12:14:07.000Z
Ampleforth,1.208444516743,5954804.8948538,2020-11-27T12:14:08.000Z
NEAR Protocol,0.96194089088761,43466546.5203011,2020-11-27T12:15:05.000Z
Energy Web Token,6.15787428380908,449127.503879,2020-11-27T12:15:03.000Z
ABBC Coin,0.22537521503897,34855160.86294086,2020-11-27T12:15:04.000Z
Ocean Protocol,0.42059084255624,22751383.12352148,2020-11-27T12:14:06.000Z
Reserve Rights,0.01846366060559,68960316.89158726,2020-11-27T12:14:06.000Z
Blockstack,0.23915013034911,3867272.33026948,2020-11-27T12:14:07.000Z
Augur,14.53652800054756,9704476.2249899,2020-11-27T12:15:03.000Z
Nano,1.14243060033815,21907986.62493987,2020-11-27T12:15:06.000Z
Lisk,1.18875069781093,3294850.28090222,2020-11-27T12:15:03.000Z
Quant,12.50862909096741,3680271.24328196,2020-11-27T12:15:03.000Z
Bitcoin Gold,8.57928857741799,11304358.27929613,2020-11-27T12:15:02.000Z
Terra,0.37246901727226,17308338.17117353,2020-11-27T12:15:03.000Z
Siacoin,0.00290871163986,4746067.05711947,2020-11-27T12:15:02.000Z
Nexo,0.23054344679425,9447812.76043617,2020-11-27T12:14:06.000Z
Status,0.03695721656798,22147973.55295608,2020-11-27T12:14:05.000Z
Horizen,12.00104145491738,19379621.27150888,2020-11-27T12:14:05.000Z
Aragon,3.1640304497975,30011779.64704109,2020-11-27T12:14:05.000Z
ZB Token,0.26840756688612,10563923.72830586,2020-11-27T12:15:04.000Z
Elrond,8.82382771270479,16274412.36884882,2020-11-27T12:14:06.000Z
Band Protocol,5.70106132878216,86765376.02908672,2020-11-27T12:15:06.000Z
Numeraire,26.49355861296076,9425600.86920946,2020-11-27T12:14:06.000Z
THORChain,0.72739761724656,13879981.38467927,2020-11-27T12:15:03.000Z
Decentraland,0.07727415826349,33253659.82614619,2020-11-27T12:14:06.000Z
Enjin Coin,0.13614249661385,11609871.10638802,2020-11-27T12:15:03.000Z
Verge,0.00642055500058,8314113.48512934,2020-11-27T12:15:07.000Z
Ravencoin,0.01363074416586,8265696.72674698,2020-11-27T12:15:05.000Z
NXM,20.68922581906177,13464171.08962847,2020-11-27T12:15:07.000Z
Bitcoin Diamond,0.52677376733875,3154032.94526864,2020-11-27T12:15:03.000Z
Orchid,0.26643928489042,8824012.61200177,2020-11-27T12:14:06.000Z
Golem,0.10431473298721,6069519.64462403,2020-11-27T12:15:06.000Z
CyberVein,0.08960147076579,6076621.98134578,2020-11-27T12:15:06.000Z
DxChain Token,0.00186340682251,497465.18375707,2020-11-27T12:15:03.000Z
Holo,0.00055245756886,7278134.75460246,2020-11-27T12:15:07.000Z
Balancer,12.89175847121637,82480547.70548066,2020-11-27T12:14:05.000Z
SwissBorg,0.09583899190843,710727.10509879,2020-11-27T12:15:06.000Z
Bytom,0.06369639787991,12800051.82850889,2020-11-27T12:14:07.000Z
MonaCoin,1.31901631035931,4899545.01006231,2020-11-27T12:15:03.000Z
Avalanche,3.52329482417444,27435682.86917542,2020-11-27T12:14:06.000Z
Solana,1.84421276566297,17482767.76851185,2020-11-27T12:15:04.000Z
Matic Network,0.01756686064416,15905449.00140022,2020-11-27T12:14:06.000Z
IOST,0.00543170069631,40294737.40537208,2020-11-27T12:15:04.000Z
Bancor,0.95203345687061,53597429.05954506,2020-11-27T12:14:05.000Z
Nervos Network,0.00380386043261,8727917.07988416,2020-11-27T12:14:06.000Z
Helium,1.34498388232001,889469.40197766,2020-11-27T12:15:05.000Z
Arweave,2.27331380165437,3228901.54824452,2020-11-27T12:15:07.000Z
Curve DAO Token,0.56295768857633,57687599.60179912,2020-11-27T12:15:05.000Z
Swipe,0.9503557708126,109773554.45952529,2020-11-27T12:15:03.000Z
The Midas Touch Gold,0.01019619832613,6615468.57475187,2020-11-27T12:15:05.000Z
PAX Gold,1810.7772137043905,2059502.26207507,2020-11-27T12:15:06.000Z
Kava.io,1.54308174981078,27317431.5630114,2020-11-27T12:14:06.000Z
iExec RLC,0.88856824923622,2707331.00727718,2020-11-27T12:14:06.000Z
IoTeX,0.00737801504202,6459467.79910711,2020-11-27T12:14:06.000Z
Stratis,0.67865443868744,16617754.43506213,2020-11-27T12:15:04.000Z
DFI.Money,1752.492993064474,238398724.7705155,2020-11-27T12:14:06.000Z
MaidSafeCoin,0.14374467951769,501405.80221621,2020-11-27T12:15:04.000Z
Storj,0.32490486043631,23238759.13322708,2020-11-27T12:14:06.000Z
Gnosis,58.84242324891851,388100.22627003,2020-11-27T12:15:06.000Z
BitShares,0.02167985077171,11156240.4116246,2020-11-27T12:15:05.000Z
RSK Infrastructure Framework,0.09655283764706,665730.92818068,2020-11-27T12:14:06.000Z
KuCoin Shares,0.7918278901072,7392763.28082094,2020-11-27T12:15:02.000Z
Komodo,0.51792176493843,4989771.71960524,2020-11-27T12:15:06.000Z
Steem,0.16148589408051,3042245.10083615,2020-11-27T12:15:04.000Z
Divi,0.03097105534044,293909.00615931,2020-11-27T12:15:05.000Z
Wanchain,0.36659415163424,4636949.33816536,2020-11-27T12:14:05.000Z
Velas,0.02978537683839,1267389.14102647,2020-11-27T12:14:06.000Z
Ardor,0.06065554945849,6298466.32989126,2020-11-27T12:15:04.000Z
Penta,0.00301308263377,490423.15180374,2020-11-27T12:15:06.000Z
Chiliz,0.01161172378826,10298701.19933124,2020-11-27T12:14:07.000Z
Kleros,0.09926563812712,12129801.06466187,2020-11-27T12:15:05.000Z
IRISnet,0.06240423107436,5112659.3277509,2020-11-27T12:14:07.000Z
Utrust,0.11989647597692,2640500.46133357,2020-11-27T12:15:04.000Z
Unibright,0.35229642254155,1454872.06408935,2020-11-27T12:14:05.000Z
aelf,0.09541712200538,11992985.71144151,2020-11-27T12:15:04.000Z
Ankr,0.00872969020089,11491248.37805292,2020-11-27T12:14:05.000Z
Civic,0.07495128733408,16777767.15269861,2020-11-27T12:14:07.000Z
WAX,0.03558340184908,1270484.82573227,2020-11-27T12:15:04.000Z
Serum,0.97569815104708,46993901.82294099,2020-11-27T12:15:02.000Z
Hive,0.11831936155622,4310536.24097216,2020-11-27T12:15:04.000Z
Electroneum,0.00476046433313,1471283.99437015,2020-11-27T12:15:03.000Z
TomoChain,0.63728755292258,5764722.69413648,2020-11-27T12:15:07.000Z
JUST,0.02086309052869,82376078.9960175,2020-11-27T12:15:05.000Z
Ark,0.37728547498479,3401887.14835806,2020-11-27T12:15:06.000Z
Uquid Coin,4.65353132616984,8149242.92517856,2020-11-27T12:15:03.000Z
Energi,1.29743861759724,2603697.81297404,2020-11-27T12:15:03.000Z
Theta Fuel,0.00923000604708,3495240.86133047,2020-11-27T12:14:07.000Z
Syscoin,0.07570617356538,1469567.5320668,2020-11-27T12:15:06.000Z
Fantom,0.01776945208545,8835641.14088945,2020-11-27T12:15:05.000Z
QuarkChain,0.0048343073381,1723767.06843901,2020-11-27T12:14:07.000Z
SUN,9.3783181050173,82051429.55963305,2020-11-27T12:14:07.000Z
ShareToken,0.02177761546533,2021809.6784513,2020-11-27T12:15:03.000Z
SingularityNET,0.04948688332053,432453.64651634,2020-11-27T12:15:05.000Z
OriginTrail,0.1253015020068,243872.32936003,2020-11-27T12:15:05.000Z
Zcoin,3.68837509705198,6656232.59166903,2020-11-27T12:15:05.000Z
MCO,2.5590529480972,35845486.60099307,2020-11-27T12:14:07.000Z
Pundi X,0.00017601342267,2283234.48453257,2020-11-27T12:15:06.000Z
HyperCash,0.89928587059892,12221771.52538862,2020-11-27T12:14:06.000Z
Power Ledger,0.0928596488415,2224992.18916753,2020-11-27T12:15:03.000Z
DIA,1.39813868437516,18296238.6377419,2020-11-27T12:14:07.000Z
Aeternity,0.11792664509128,11609213.9833343,2020-11-27T12:14:06.000Z
Hyperion,0.11929849275461,76529.23057362,2020-11-27T12:15:06.000Z
STASIS EURO,1.15736487817327,1162260.86584407,2020-11-27T12:14:07.000Z
Loki,0.70760228525649,123621.88978917,2020-11-27T12:14:05.000Z
Tellor,23.09072141610863,52857500.48446842,2020-11-27T12:14:07.000Z
xDai,10.80929378613999,2437940.88641995,2020-11-27T12:15:06.000Z
Fetch.ai,0.04798074903275,6044654.23465836,2020-11-27T12:15:07.000Z
Travala.com,0.83019635439534,1220099.87543454,2020-11-27T12:14:05.000Z
Ultra,0.1229122847213,605172.30800629,2020-11-27T12:15:03.000Z
SOLVE,0.09115354418066,984083.50792294,2020-11-27T12:14:05.000Z
Hxro,0.18945704170366,260267.57314134,2020-11-27T12:14:06.000Z
GateToken,0.45348260187829,14872166.56096124,2020-11-27T12:15:03.000Z
Handshake ,0.10070922849654,601083.14012282,2020-11-27T12:15:03.000Z
Voyager Token,0.1513510957104,550366.6018639,2020-11-27T12:14:06.000Z
Polymath,0.06302125417767,5495358.59340921,2020-11-27T12:15:05.000Z
Keep3rV1,168.07300615503965,7521473.81225254,2020-11-27T12:15:05.000Z
Aion,0.07007741814451,4622057.12080104,2020-11-27T12:15:03.000Z
WaykiChain,0.17554812363098,2864534.28130243,2020-11-27T12:15:04.000Z
NOIA Network,0.10187179455885,512378.20443077,2020-11-27T12:15:03.000Z
LTO Network,0.11779712389545,10781950.78485202,2020-11-27T12:14:05.000Z
Harmony,0.00509768142095,6094952.27080467,2020-11-27T12:14:06.000Z
v.systems,0.01447821526271,5226568.75049492,2020-11-27T12:15:07.000Z
Haven Protocol,2.20001376870805,2966440.55090912,2020-11-27T12:14:06.000Z
Switcheo,0.02811499947045,238374.7900291,2020-11-27T12:14:06.000Z
bZx Protocol,0.21293755880873,16914248.20042802,2020-11-27T12:14:06.000Z
ReddCoin,0.00103442805466,198961.75023019,2020-11-27T12:15:03.000Z
Super Zero Protocol,0.09938310995823,3833987.44129121,2020-11-27T12:14:08.000Z
Orbs,0.0133829676345,284504.75569565,2020-11-27T12:14:07.000Z
district0x,0.04898015126032,5938476.27901697,2020-11-27T12:14:06.000Z
Thunder Token,0.00477517506217,4690466.60978199,2020-11-27T12:14:06.000Z
AdEx Network,0.26135296201927,1396165.4523148,2020-11-27T12:14:06.000Z
TrustSwap,0.41854308478168,1181005.18344426,2020-11-27T12:14:06.000Z
Elastos,1.58443799638605,1051124.10940954,2020-11-27T12:15:05.000Z
Tixl,36.07869210791253,2402.45768982,2020-11-27T12:15:05.000Z
Counos X,83.81142518853503,535930.58575655,2020-11-27T12:15:05.000Z
IZE,0.34533499412598,30997.82460553,2020-11-27T12:15:06.000Z
CryptalDash,0.83767535416606,0.0,2020-11-27T12:15:04.000Z
HEX,0.00324066441761,4437901.43490794,2020-11-27T12:14:07.000Z
INO COIN,2.71685785216639,405405.44112512,2020-11-27T12:15:03.000Z
Insight Chain,1.15724647418298,2891336.15983799,2020-11-27T12:15:03.000Z
Homeros,0.98364706108896,14649381.74845876,2020-11-27T12:15:03.000Z
BitcoinPoS,90.73388819088493,703801.61962082,2020-11-27T12:14:06.000Z
Bitcoin Cash ABC,17.75687032568373,2042849.04469354,2020-11-27T12:15:05.000Z
ThoreCoin,3288.165562581924,32352.0355783,2020-11-27T12:15:03.000Z
Creditcoin,0.5270136377567,3720660.32921249,2020-11-27T12:15:03.000Z
renBTC,16786.97124366395,193553.20985753,2020-11-27T12:15:06.000Z
Zelwin,4.32545582720591,340975.67751806,2020-11-27T12:15:06.000Z
Basid Coin,0.73362376067373,1513931.06171624,2020-11-27T12:14:08.000Z
Cipher Core Token,33.41937421935742,86316.62864203,2020-11-27T12:14:06.000Z
TNC Coin,0.10262940547589,5029699.12073476,2020-11-27T12:15:05.000Z
ONOToken,0.01321051244835,3.3025136,2020-11-27T12:14:06.000Z
botXcoin,0.1285287565816,145132.35000288,2020-11-27T12:14:06.000Z
Vitae,9.51467509914844,1214475.81632466,2020-11-27T12:14:07.000Z
Largo Coin,9.98110206948645,1687192.26980085,2020-11-27T12:15:03.000Z
Poseidon Network,0.07872400377622,1770338.5706784,2020-11-27T12:15:06.000Z
MINDOL,1.06149647165817,93714.92571139,2020-11-27T12:15:03.000Z
Doctors Coin,0.68974133516387,12699.22394575,2020-11-27T12:14:06.000Z
Bitball Treasure,335.21835380325183,49.28372273,2020-11-27T12:15:03.000Z
DeFiChain,0.30502008724354,4859533.82655118,2020-11-27T12:14:06.000Z
Sologenic,0.58020328535952,444241.76655051,2020-11-27T12:15:03.000Z
STPAY,25.05596486860737,3582.34876068,2020-11-27T12:14:06.000Z
YUSRA,3.0776939766965,109642.09457503,2020-11-27T12:14:06.000Z
TerraKRW,0.00090109029514,33720.56920283,2020-11-27T12:14:07.000Z
Cryptonex,1.90149852294296,766715.29993728,2020-11-27T12:14:07.000Z
Strong,32.20095294634633,152675.45762435,2020-11-27T12:15:05.000Z
Neutrino USD,1.0000881953194,3703609.02215216,2020-11-27T12:14:07.000Z
Bithao,2.2168325683875,4892758.1986,2020-11-27T12:15:05.000Z
Helper Search Token,0.01145564383749,0.0,2020-11-27T12:15:04.000Z
XinFin Network,0.00782077222848,2231193.64863521,2020-11-27T12:15:06.000Z
NewYork Exchange,13.12751531025166,427427.60258174,2020-11-27T12:15:04.000Z
Idea Chain Coin,1.78274376304722,563138.09728078,2020-11-27T12:15:05.000Z
Bitcoin BEP2,16780.055146559433,4819.42297294,2020-11-27T12:14:08.000Z
Huobi BTC,17083.74444418132,2484.08781262,2020-11-27T12:14:07.000Z
Mixin,148.6810910681702,243174.04973737,2020-11-27T12:15:04.000Z
Metacoin,0.06982673351926,99636.24898917,2020-11-27T12:15:05.000Z
GreenPower,0.0221191106095,1665.39393403,2020-11-27T12:14:06.000Z
Qcash,0.15313007507021,840102925.527079,2020-11-27T12:15:04.000Z
Beldex,0.07119042370326,51147.88869867,2020-11-27T12:14:07.000Z
Tratin,0.00060170556525,0.0,2020-11-27T12:14:08.000Z
Mobilian Coin,0.5704553278959,1943113.50346151,2020-11-27T12:14:08.000Z
Joule,0.0640770725016,0.0,2020-11-27T12:14:07.000Z
Baer Chain,0.36347740578128,6183.11350068,2020-11-27T12:15:06.000Z
NEST Protocol,0.03694304759576,21908648.09826934,2020-11-27T12:14:06.000Z
Keep Network,0.28930069153261,394802.20332043,2020-11-27T12:15:05.000Z
Attila,0.13790435033482,621945.12900336,2020-11-27T12:15:06.000Z
The Transfer Token,1.38611549563938,2116544.1325937,2020-11-27T12:15:05.000Z
Bitbook Gambling,0.17084470584623,3143.54230886,2020-11-27T12:14:08.000Z
BASIC,0.02211899221846,5280170.83473676,2020-11-27T12:15:04.000Z
Amp,0.00612017026087,177414.42777993,2020-11-27T12:14:07.000Z
Darma Cash,0.25948347432016,114491.07119626,2020-11-27T12:15:06.000Z
MATH,0.47868661357137,512259.94248345,2020-11-27T12:15:05.000Z
MimbleWimbleCoin,4.87607387517665,436356.50915142,2020-11-27T12:14:08.000Z
Oasis Network,0.03374158936307,4911292.1900633,2020-11-27T12:15:06.000Z
Bitpanda Ecosystem Token,0.12400687923032,111050.49176127,2020-11-27T12:15:04.000Z
Hegic,0.21973791556979,2633362.6834311,2020-11-27T12:14:06.000Z
Nexxo,0.22767651748877,23405.73623316,2020-11-27T12:14:06.000Z
Chimpion,1.50832179288128,390291.97363238,2020-11-27T12:14:06.000Z
WhiteCoin,0.18806522006293,28650.79807778,2020-11-27T12:15:05.000Z
Counos Coin,3.14187301230586,6915.22704915,2020-11-27T12:15:02.000Z
Tap,0.03658272231713,475889.90124158,2020-11-27T12:14:07.000Z
Centrality,0.03831446550038,51544.26635827,2020-11-27T12:15:07.000Z
AXEL,0.17137494710347,177889.33596399,2020-11-27T12:15:03.000Z
Breezecoin,0.42804040641649,26040.26395768,2020-11-27T12:15:05.000Z
Wrapped BNB,27.57038548298368,264921.46280442,2020-11-27T12:15:02.000Z
Orbit Chain,0.0933355242219,1296970.06814887,2020-11-27T12:15:03.000Z
Sora,118.24425278222733,2938568.83681551,2020-11-27T12:14:05.000Z
Alpha Finance Lab,0.23289767148647,22493635.65726604,2020-11-27T12:15:03.000Z
Elitium,1.25966532341426,136675.22998949,2020-11-27T12:14:06.000Z
Bloomzed Loyalty Club Ticket,0.9914858263604,8539.07972051,2020-11-27T12:15:04.000Z
BTU Protocol,0.39744757332686,90091.17457658,2020-11-27T12:14:05.000Z
XeniosCoin,0.46059617860376,273138.37858231,2020-11-27T12:14:07.000Z
Harvest Finance,108.04937740521007,1509729.17716156,2020-11-27T12:14:06.000Z
1irstcoin,0.95630726296743,61151.15724474,2020-11-27T12:14:07.000Z
cVault.finance,3364.451408094237,1595338.10709846,2020-11-27T12:15:03.000Z
Hellenic Coin,0.47680186137291,80193.7071946,2020-11-27T12:14:07.000Z
VestChain,0.00556458787514,7235.5877658,2020-11-27T12:15:06.000Z
STEM CELL COIN,0.10148145063175,190791.42989659,2020-11-27T12:14:06.000Z
mStable USD,0.9962766591462,1396446.41837179,2020-11-27T12:14:05.000Z
S4FE,0.03637615825358,659863.7997387,2020-11-27T12:14:06.000Z
Everus,0.06947303650173,20.6897463,2020-11-27T12:15:02.000Z
YF Link,649.7804824718115,7170255.01612582,2020-11-27T12:15:04.000Z
CRYPTO20,0.79578141935206,5107.45909628,2020-11-27T12:15:05.000Z
ExtStock Token,0.05324756395299,0.0,2020-11-27T12:15:03.000Z
TitanSwap,0.60183202822732,3467601.51463456,2020-11-27T12:15:03.000Z
NerveNetwork,0.12644494349587,124600.69458907,2020-11-27T12:14:06.000Z
Rocket Pool,2.97494881107534,847527.08199405,2020-11-27T12:14:06.000Z
UNI COIN,0.49864254421624,0.0,2020-11-27T12:15:02.000Z
TrustToken,0.11895663845622,543954.98564513,2020-11-27T12:15:06.000Z
Ultiledger,0.01248848576872,64402.67277321,2020-11-27T12:14:06.000Z
Cryptoindex.com 100,0.46430097792035,294.80476263,2020-11-27T12:14:07.000Z
KardiaChain,0.01637248809646,1049875.91208642,2020-11-27T12:15:05.000Z
USDK,1.00066178728237,143298626.16120926,2020-11-27T12:14:07.000Z
Flexacoin,0.00400211126427,13511.89334804,2020-11-27T12:14:06.000Z
TROY,0.00279379077307,743200.36915694,2020-11-27T12:14:06.000Z
Bytecoin,0.00014850958116,37229.63538569,2020-11-27T12:15:05.000Z
Melon,26.28937213177333,1861613.30863629,2020-11-27T12:15:05.000Z
Bankera,0.00110314929011,14311.74548154,2020-11-27T12:14:06.000Z
Kin,1.80011522e-05,233765.19640058,2020-11-27T12:14:08.000Z
Streamr,0.03891673261715,808888.65810006,2020-11-27T12:15:03.000Z
Nectar,0.17009391824723,27956.50575444,2020-11-27T12:15:06.000Z
Flamingo,0.17793687560619,7501666.35712289,2020-11-27T12:14:07.000Z
GXChain,0.3790597100427,3692257.60377571,2020-11-27T12:14:06.000Z
ASTA,0.03423573658828,1744005.60138908,2020-11-27T12:15:04.000Z
PlayFuel,0.05255445743725,11786262.34910587,2020-11-27T12:14:07.000Z
Metaverse Dualchain Network Architecture,0.00134658563466,339303.96658817,2020-11-27T12:15:03.000Z
Zynecoin,1.1894149061454,183619.366573,2020-11-27T12:14:06.000Z
BHEX Token,0.1351650891392,215047.69209801,2020-11-27T12:15:03.000Z
Wirex Token,0.00832254577583,4514027.94986675,2020-11-27T12:14:07.000Z
Orion Protocol,2.0671668868525,4772579.16263034,2020-11-27T12:15:06.000Z
Digitex Futures,0.02751599970666,2490965.48644157,2020-11-27T12:14:06.000Z
Waltonchain,0.35434070348738,2580857.55036481,2020-11-27T12:14:07.000Z
NULS,0.25221896387899,9518721.57042661,2020-11-27T12:15:03.000Z
The Sandbox,0.04012763650328,8479098.79010111,2020-11-27T12:15:03.000Z
FunFair,0.00381234107966,603102.33675218,2020-11-27T12:14:06.000Z
MXC,0.00990061695002,4553761.26670081,2020-11-27T12:15:06.000Z
BOSAGORA,0.08284145566924,219794.87854745,2020-11-27T12:15:03.000Z
WINk,7.840189959e-05,1319422.77914972,2020-11-27T12:15:03.000Z
Gem Exchange And Trading,0.57079516120382,2190058.86433363,2020-11-27T12:15:03.000Z
COTI,0.04301340439751,9896981.03834484,2020-11-27T12:14:08.000Z
Buggyra Coin Zero,0.01214140662565,4295.88416152,2020-11-27T12:15:05.000Z
NuCypher,0.06464265529924,973449.52927955,2020-11-27T12:15:07.000Z
Livepeer,1.14815996490361,891308.26197061,2020-11-27T12:15:06.000Z
CertiK,1.00580649615378,2447498.48383493,2020-11-27T12:14:05.000Z
BitMax Token,0.03639708381632,2523566.77893356,2020-11-27T12:15:06.000Z
Loom Network,0.02480795910913,6106368.32764662,2020-11-27T12:15:05.000Z
Origin Protocol,0.14781605773701,9900470.92364785,2020-11-27T12:14:07.000Z
DAD,0.17394932569067,1539778.40446019,2020-11-27T12:14:07.000Z
PIVX,0.35994724735498,1167785.19795845,2020-11-27T12:15:03.000Z
Native Utility Token,23.48499478088124,462.07583413,2020-11-27T12:14:07.000Z
USDX [Kava],0.92769541609708,1639551.92653995,2020-11-27T12:15:05.000Z
VIDT Datalink,0.46451334999732,850228.25131303,2020-11-27T12:14:07.000Z
VeThor Token,0.0007609341601,1720033.17085672,2020-11-27T12:14:07.000Z
AgaveCoin,0.05783217334225,16240.83680437,2020-11-27T12:15:06.000Z
REPO,0.20461005640764,0.0,2020-11-27T12:14:06.000Z
sUSD,1.00128516643491,333683.23549745,2020-11-27T12:14:07.000Z
Dynamic Trading Rights,0.01381609365938,48743.77943538,2020-11-27T12:15:04.000Z
ChainX,2.90610729012306,1148256.41555948,2020-11-27T12:15:03.000Z
Request,0.022372438262,304965.25885833,2020-11-27T12:15:03.000Z
Trust Wallet Token,0.08763997164243,375405.3077282,2020-11-27T12:14:06.000Z
Nash Exchange,0.74691358543679,36848.43856385,2020-11-27T12:14:05.000Z
MX Token,0.14351588085091,4029031.03055844,2020-11-27T12:14:08.000Z
Rakon,0.0893908348097,1367322.30649235,2020-11-27T12:14:07.000Z
Mainframe,0.0021307469164,1423759.01597234,2020-11-27T12:14:06.000Z
Newscrypto,0.222083157946,535579.18902743,2020-11-27T12:14:07.000Z
Bonorum,31.58527527478694,0.0,2020-11-27T12:15:04.000Z
Metal,0.31520198958904,1893494.78833819,2020-11-27T12:14:06.000Z
Everipedia,0.00218343022078,1084524.02218356,2020-11-27T12:14:06.000Z
IDEX,0.03862575540401,448841.01020831,2020-11-27T12:14:06.000Z
Celer Network,0.00509415995466,4168934.94060968,2020-11-27T12:14:06.000Z
Xensor,0.00438116025524,1139230.89759717,2020-11-27T12:14:06.000Z
Huobi Pool Token,0.00386039571559,818889.62615082,2020-11-27T12:14:05.000Z
VerusCoin,0.33564922548452,34546.48458465,2020-11-27T12:14:07.000Z
